mTrayX0
      -0.17385     0.0605336     0.0948963       0.22518      0.385617      0.183875      0.237986      0.265008      0.239688      0.220974
      0.156485     0.0997367             0    -0.0962181     -0.199889     -0.290047     -0.356507     -0.463475     -0.503888     -0.456988
     -0.224242     -0.208517    -0.0883128    -0.0257843      0.344571       1.51733       1.79261       2.17488        2.3782       2.33779
      0.294815      0.287967      0.445196      0.459596      0.566508      0.490175      0.534775       0.50784      0.380893      0.299708
       0.19937     0.0954134             0     -0.108749     -0.214013      -0.37167     -0.463135     -0.662021     -0.723954     -0.658765
     -0.786578     -0.774987     -0.788096     -0.737274     -0.584684     -0.778479     -0.585933       -0.5651     -0.433615     -0.144646
     -0.434209     -0.529959     -0.532217     -0.479332     -0.483476      -0.40259     -0.479507     -0.358476     -0.267153     -0.233823
     -0.149389      -0.08457             0     0.0816604      0.129261      0.225206      0.290734      0.348882      0.380821      0.277941
      0.363525      0.270378      0.257662      0.174045      0.119611    -0.0559378     0.0745168     -0.206072     -0.441744     -0.608614
     -0.476328     -0.548364     -0.590699     -0.654377     -0.664672     0.0957124      0.162354     0.0669895    0.00121499     0.0010392
      -0.16944             0             0     0.0879434      0.157698      0.289267      0.345375      0.423618      0.443595      0.433013
       0.38826      0.304739      0.212883      0.189374     0.0133623      0.145525    -0.0380557     -0.230235     -0.314606     -0.418903

mTrayY0
     0.0564871    -0.0269513    -0.0547884     -0.163603     -0.347211     -0.204214      -0.32756     -0.459007     -0.538347     -0.680089
     -0.736203     -0.948932     -0.958239     -0.915454     -0.940403     -0.892673     -0.800729     -0.802762     -0.693543     -0.507536
     -0.201908     -0.151496    -0.0509874    -0.0114799      0.111958      0.322518      0.188411             0     -0.249959     -0.496912
    -0.0957912     -0.128211     -0.257034     -0.333916     -0.510086     -0.544395     -0.736054     -0.879605     -0.855501     -0.922407
      -0.93796     -0.907798     -0.993115      -1.03467      -1.00685      -1.14388      -1.04022      -1.14665     -0.996438     -0.731632
     -0.708238     -0.563061     -0.455008     -0.328255     -0.189975     -0.165471     -0.061584             0     0.0455747     0.0307455
     -0.141083     -0.235953     -0.307276     -0.348255     -0.435324     -0.447121     -0.659985     -0.620899     -0.600036     -0.719633
     -0.702818      -0.80463     -0.816409     -0.776946     -0.608127     -0.693111     -0.652998     -0.604282     -0.524155     -0.308685
     -0.327319     -0.196441     -0.148762    -0.0774898    -0.0388638     0.0118899   -0.00783204             0    -0.0464291     -0.129365
     -0.154768     -0.244147      -0.34104     -0.475433     -0.598474      0.106299      0.223462      0.116029    0.00272891    0.00319834
      -0.79715             0     -0.836328     -0.836725      -0.74191     -0.890274     -0.775725     -0.733728     -0.610556      -0.48091
     -0.349591     -0.221406     -0.122908    -0.0843147   -0.00434168    -0.0309323    0.00399982             0    -0.0330664    -0.0890406

mTrayZ0
      0.456712      0.666261       0.71768       1.00654       1.21264      0.504901      0.062785      0.350721      0.375286      0.313752
      0.562889     -0.180609      0.370083    -0.0504299      0.301356      0.150828      0.150644     -0.285295      0.278636      0.314912
      0.251707      0.262374      0.271368      0.695487      0.927029      0.899819      0.492237      0.720113       1.06218       1.03113
      0.868579       1.62435      0.104284       1.93179     -0.139964      0.647967       1.57783       1.58271       1.94232       1.46022
      0.659128       1.76036       1.73066      0.949713      0.905353      0.756498      0.210295      0.470087      0.810709       1.08613
      0.940598       1.10454       1.15685       1.07045      0.708036      0.421542      0.601668      0.579751       1.03112      0.573439
      0.983376      0.960392      0.763747       1.07456      0.892364      0.431232      0.693468       1.34398      0.994126      0.365718
      0.489378       0.26762    -0.0343417     -0.220991     -0.594403      0.117464    -0.0186761      -0.49274      0.143013       1.28602
       2.15682       1.71213       1.71793       1.14863       1.28236      0.867462       1.45821       1.03668        1.3141      0.824919
      0.675452      0.734607       1.18578       1.65205       1.49599       1.96678       1.06956       2.00802       1.59186       1.25303
       1.39352             0       1.63993       1.60719       1.12031       1.49205       1.33758       1.47987       1.65667       1.15155
      0.794811       1.08626      0.734363       1.16125       1.07977       1.10196       1.45764       1.68846       1.08673      0.920625

mModuleAngle
0.    0.    0.    0.    0.   0.   16.   16.  
20.   22.   22.   22.   22.   22.   26.   26.  
26.   26.   30.   30.   32.   32.   32.   32.  
32.   32.   32.   32.   32.   32.   32.   32.
mModuleLocalZ
5.43   11.42   17.71   23.56   29.96   35.66   42.71   49.04  
55.35   61.65   67.99   74.42   80.91   87.44   93.93   100.53  
107.30  114.17  121.22  128.29  135.52  142.80  150.19  157.72  
165.34  173.07  180.92  188.93  197.02  205.24  213.61  222.08
mModuleLocalX
3.94   1.48   3.94   1.48   3.94   1.48   3.01   3.54  
3.79   3.86   3.84   3.89   3.89   3.84   3.51   3.29  
3.29   3.29   3.50   3.50   3.60   3.60   3.60   3.60  
3.60   3.60   3.60   3.60   3.60   3.60   3.60   3.60
